start,end,levelPrice,categories,tag
2026.04.13,2026.04.17,6927,weekly_stacked_monday_tuesday,weeklyUp1
2026.04.13,2026.04.17,7005,weekly_stacked_friday_thursday_wednesday,weeklyUp2
2026.04.13,2026.04.17,7035,weekly_stacked_friday_thursday,weeklyUp3
2026.04.13,2026.04.17,7092,weekly_stacked_friday_thursday,weeklyUp4
2026.04.13,2026.04.17,7135,weekly_stacked_friday,weeklyUp5
2026.04.13,2026.04.17,6815,weekly_stacked_monday,weeklyDown1
2026.04.13,2026.04.17,6790,weekly_stacked_monday,weeklyDown2
2026.04.13,2026.04.17,6690,weekly,weeklyDown3
2026.04.13,2026.04.17,6660,weekly,weeklyDown4
2026.04.13,2026.04.17,6635,weekly,weeklyDown5
2026.04.13,2026.04.17,6575,weekly,weeklyDown6
2026.04.13,2026.04.13,6848,daily_monday_smash,dailySmash
2026.04.13,2026.04.13,6900,daily_monday,dailyUp2
2026.04.13,2026.04.13,6830,daily_monday,dailyDown1
2026.04.14,2026.04.14,6900,daily_tuesday_smash,dailySmash
2026.04.14,2026.04.14,6960,daily_tuesday,dailyUp2
2026.04.14,2026.04.14,6981,daily_tuesday,dailyUp3
2026.04.14,2026.04.14,6856,daily_tuesday,dailyDown2
2026.04.15,2026.04.15,7031,daily_wednesday,dailyUp1
2026.04.15,2026.04.15,7043,daily_wednesday,dailyUp2
2026.04.15,2026.04.15,7070,daily_wednesday,dailyUp3
2026.04.15,2026.04.15,6985,daily_wednesday,dailyDown1
2026.04.15,2026.04.15,6961,daily_wednesday,dailyDown2
2026.04.15,2026.04.15,6924,daily_wednesday,dailyDown3
2026.04.16,2026.04.16,7062,daily_thursday_smash,dailySmash
2026.04.16,2026.04.16,7115,daily_thursday,dailyUp2
2026.04.16,2026.04.16,7043,daily_thursday,dailyDown1
2026.04.17,2026.04.17,7062,daily_friday_smash,dailySmash
2026.04.17,2026.04.17,7115,daily_friday,dailyUp2
2026.04.17,2026.04.17,7043,daily_friday,dailyDown1
2026.04.20,2026.04.24,7151,weekly_smash_stacked_friday_monday_tuesday,weeklySmash
2026.04.20,2026.04.24,7233,weekly_stacked_monday_thursday_tuesday,weeklyUp1
2026.04.20,2026.04.24,7305,weekly,weeklyUp2
2026.04.20,2026.04.24,7335,weekly,weeklyUp3
2026.04.20,2026.04.24,7375,weekly,weeklyUp4
2026.04.20,2026.04.24,7415,weekly,weeklyUp5
2026.04.20,2026.04.24,7089,weekly_stacked_monday_tuesday,weeklyDown1
2026.04.20,2026.04.24,7035,weekly,weeklyDown2
2026.04.20,2026.04.24,7005,weekly,weeklyDown3
2026.04.20,2026.04.24,6924,weekly,weeklyDown4
2026.04.20,2026.04.24,6880,weekly,weeklyDown5
2026.04.20,2026.04.20,7175,daily_monday,dailyUp1
2026.04.20,2026.04.20,7195,daily_monday,dailyUp2
2026.04.20,2026.04.20,7121,daily_monday,dailyDown1
2026.04.21,2026.04.21,7175,daily_tuesday,dailyUp1
2026.04.21,2026.04.21,7195,daily_tuesday,dailyUp2
2026.04.21,2026.04.21,7121,daily_tuesday,dailyDown1
2026.04.22,2026.04.22,7117,daily_wednesday_smash,dailySmash
2026.04.22,2026.04.22,7147,daily_wednesday,dailyUp1
2026.04.22,2026.04.22,7175,daily_wednesday,dailyUp2
2026.04.22,2026.04.22,7092,daily_wednesday,dailyDown1
2026.04.22,2026.04.22,7062,daily_wednesday,dailyDown2
2026.04.22,2026.04.22,7043,daily_wednesday,dailyDown3
2026.04.23,2026.04.23,7166,daily_thursday_smash,dailySmash
2026.04.23,2026.04.23,7191,daily_thursday,dailyUp1
2026.04.23,2026.04.23,7217,daily_thursday,dailyUp2
2026.04.23,2026.04.23,7146,daily_thursday,dailyDown1
2026.04.23,2026.04.23,7117,daily_thursday,dailyDown2
2026.04.23,2026.04.23,7092,daily_thursday,dailyDown3
2026.04.24,2026.04.24,7172,daily_friday,dailyUp1
2026.04.24,2026.04.24,7193,daily_friday,dailyUp2
2026.04.24,2026.04.24,7215,daily_friday,dailyUp3
2026.04.24,2026.04.24,7127,daily_friday,dailyDown1
2026.04.24,2026.04.24,7092,daily_friday,dailyDown2
2026.04.24,2026.04.24,7062,daily_friday,dailyDown3
2026.04.27,2026.05.01,7162,weekly_smash_stacked_monday_tuesday,weeklySmash
2026.04.27,2026.05.01,7232,weekly_stacked_friday_monday_tuesday,weeklyUp1
2026.04.27,2026.05.01,7320,weekly,weeklyUp2
2026.04.27,2026.05.01,7350,weekly,weeklyUp3
2026.04.27,2026.05.01,7375,weekly,weeklyUp4
2026.04.27,2026.05.01,7415,weekly,weeklyUp5
2026.04.27,2026.05.01,7092,weekly_stacked_thursday_wednesday,weeklyDown1
2026.04.27,2026.05.01,7040,weekly,weeklyDown2
2026.04.27,2026.05.01,7010,weekly,weeklyDown3
2026.04.27,2026.05.01,6924,weekly,weeklyDown4
2026.04.27,2026.05.01,6880,weekly,weeklyDown5
2026.04.27,2026.04.27,7183,daily_monday_smash,dailySmash
2026.04.27,2026.04.27,7210,daily_monday,dailyUp1
2026.04.27,2026.04.27,7260,daily_monday,dailyUp3
2026.04.27,2026.04.27,7126,daily_monday,dailyDown2
2026.04.28,2026.04.28,7200,daily_tuesday_smash,dailySmash
2026.04.28,2026.04.28,7216,daily_tuesday,dailyUp1
2026.04.28,2026.04.28,7260,daily_tuesday,dailyUp3
2026.04.28,2026.04.28,7180,daily_tuesday,dailyDown1
2026.04.29,2026.04.29,7156,daily_wednesday_smash,dailySmash
2026.04.29,2026.04.29,7180,daily_wednesday,dailyUp1
2026.04.29,2026.04.29,7208,daily_wednesday,dailyUp2
2026.04.29,2026.04.29,7230,daily_wednesday,dailyUp3
2026.04.29,2026.04.29,7126,daily_wednesday,dailyDown1
2026.04.30,2026.04.30,7150,daily_thursday_smash,dailySmash
2026.04.30,2026.04.30,7180,daily_thursday,dailyUp1
2026.04.30,2026.04.30,7208,daily_thursday,dailyUp2
2026.04.30,2026.04.30,7230,daily_thursday,dailyUp3
2026.04.30,2026.04.30,7126,daily_thursday,dailyDown1
2026.05.01,2026.05.01,7248,daily_friday,dailyUp1
2026.05.01,2026.05.01,7280,daily_friday,dailyUp2
2026.05.01,2026.05.01,7305,daily_friday,dailyUp3
2026.05.01,2026.05.01,7208,daily_friday,dailyDown1
2026.05.01,2026.05.01,7180,daily_friday,dailyDown2
2026.05.04,2026.05.08,7251,weekly_smash_stacked_monday_wednesday,weeklySmash
2026.05.04,2026.05.08,7296,weekly_stacked_monday_tuesday,weeklyUp1
2026.05.04,2026.05.08,7375,weekly_stacked_thursday,weeklyUp2
2026.05.04,2026.05.08,7405,weekly_stacked_thursday,weeklyUp3
2026.05.04,2026.05.08,7445,weekly,weeklyUp4
2026.05.04,2026.05.08,7490,weekly,weeklyUp5
2026.05.04,2026.05.08,7208,weekly_stacked_monday,weeklyDown1
2026.05.04,2026.05.08,7160,weekly_stacked_tuesday,weeklyDown2
2026.05.04,2026.05.08,7120,weekly,weeklyDown3
2026.05.04,2026.05.08,7090,weekly,weeklyDown4
2026.05.04,2026.05.08,7031,weekly,weeklyDown5
2026.05.04,2026.05.04,7275,daily_monday,dailyUp1
2026.05.04,2026.05.04,7320,daily_monday,dailyUp3
2026.05.04,2026.05.04,7232,daily_monday,dailyDown1
2026.05.05,2026.05.05,7242,daily_tuesday_smash,dailySmash
2026.05.05,2026.05.05,7268,daily_tuesday,dailyUp1
2026.05.05,2026.05.05,7212,daily_tuesday,dailyDown1
2026.05.05,2026.05.05,7180,daily_tuesday,dailyDown2
2026.05.06,2026.05.06,7280,daily_wednesday_smash,dailySmash
2026.05.06,2026.05.06,7304,daily_wednesday,dailyUp1
2026.05.06,2026.05.06,7330,daily_wednesday,dailyUp2
2026.05.06,2026.05.06,7352,daily_wednesday,dailyUp3
2026.05.06,2026.05.06,7242,daily_wednesday,dailyDown2
2026.05.06,2026.05.06,7212,daily_wednesday,dailyDown3
2026.05.07,2026.05.07,7390,daily_thursday_smash,dailySmash
2026.05.07,2026.05.07,7427,daily_thursday,dailyUp2
2026.05.07,2026.05.07,7455,daily_thursday,dailyUp3
2026.05.07,2026.05.07,7355,daily_thursday,dailyDown2
2026.05.07,2026.05.07,7327,daily_thursday,dailyDown3
